strategy,token,timeframe,sl_mult,tp_mult,pf,win_rate,trades,max_dd,net_profit,sharpe,avg_rr,score,passed,reject_reason
Stoch RSI,POPCAT,1H,1.5,2.0,30.28,75.0,4,3.2,97.1,0.29,0.82,4.0373,True,
Stoch RSI,POPCAT,1H,1.5,2.5,30.48,75.0,4,3.2,98.4,0.29,0.9,4.064,True,
Stoch RSI,POPCAT,1H,1.5,3.0,30.67,75.0,4,3.2,99.7,0.29,0.99,4.0893,True,
Stoch RSI,POPCAT,1H,1.5,4.0,31.05,75.0,4,3.2,102.2,0.3,1.15,4.14,True,
Stoch RSI,POPCAT,1H,1.5,5.0,31.42,75.0,4,3.2,104.8,0.3,1.32,4.1893,True,
Stoch RSI,POPCAT,1H,2.0,2.5,30.94,75.0,4,2.4,74.3,0.29,0.74,4.1253,True,
Stoch RSI,POPCAT,1H,2.0,3.0,31.13,75.0,4,2.4,75.2,0.29,0.8,4.1507,True,
Stoch RSI,POPCAT,1H,2.0,4.0,31.52,75.0,4,2.4,76.9,0.3,0.93,4.2027,True,
Stoch RSI,POPCAT,1H,2.0,5.0,31.9,75.0,4,2.4,78.6,0.3,1.05,4.2533,True,
Stoch RSI,POPCAT,1H,2.5,3.0,31.49,75.0,4,1.9,60.5,0.29,0.69,4.1987,True,
Stoch RSI,POPCAT,1H,2.5,4.0,31.89,75.0,4,1.9,61.7,0.3,0.79,4.252,True,
Stoch RSI,POPCAT,1H,2.5,5.0,32.27,75.0,4,1.9,63.0,0.3,0.89,4.3027,True,
Stoch RSI,MEW,1H,1.0,1.5,0.14,50.0,10,115.7,-118.3,-0.34,1.1,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.0,2.0,0.14,40.0,10,116.0,-118.7,-0.34,1.2,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.0,2.5,0.14,40.0,10,116.3,-119.1,-0.33,1.3,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.0,3.0,0.14,40.0,10,116.7,-119.5,-0.33,1.4,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.0,4.0,0.14,40.0,10,117.3,-120.2,-0.32,1.6,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.0,5.0,0.14,40.0,10,118.0,-121.0,-0.31,1.8,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.25,1.5,0.12,50.0,10,107.4,-108.4,-0.34,1.04,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.25,2.0,0.12,40.0,10,107.5,-108.6,-0.34,1.12,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.25,2.5,0.12,40.0,10,107.6,-108.7,-0.33,1.2,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.25,3.0,0.12,40.0,10,107.8,-108.8,-0.33,1.28,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.25,4.0,0.12,40.0,10,108.0,-109.1,-0.32,1.44,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.25,5.0,0.12,40.0,10,108.3,-109.4,-0.31,1.6,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.5,2.0,0.11,50.0,10,98.2,-97.7,-0.34,1.07,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.5,2.5,0.11,50.0,10,98.2,-97.6,-0.33,1.13,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.5,3.0,0.11,50.0,10,98.2,-97.6,-0.33,1.2,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.5,4.0,0.11,50.0,10,98.2,-97.5,-0.32,1.33,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,1.5,5.0,0.11,50.0,10,98.2,-97.5,-0.31,1.47,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,2.0,2.5,0.13,50.0,10,83.5,-79.7,-0.33,1.05,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,2.0,3.0,0.13,50.0,10,83.5,-79.5,-0.33,1.1,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,2.0,4.0,0.14,50.0,10,83.5,-79.1,-0.32,1.2,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,2.0,5.0,0.14,50.0,10,83.5,-78.6,-0.31,1.3,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,2.5,3.0,0.15,50.0,10,72.1,-66.5,-0.33,1.02,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,2.5,4.0,0.16,50.0,10,72.1,-66.0,-0.32,1.1,0.0,False,max_dd>=25.0
Stoch RSI,MEW,1H,2.5,5.0,0.17,50.0,10,72.1,-65.4,-0.31,1.18,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.0,1.5,0.22,50.0,16,64.5,-61.3,-0.29,1.16,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.0,2.0,0.26,62.5,16,64.4,-58.9,-0.28,1.34,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.0,2.5,0.28,56.2,16,64.4,-57.2,-0.26,1.47,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.0,3.0,0.32,56.2,16,64.4,-55.0,-0.23,1.63,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.0,4.0,0.39,56.2,16,64.4,-50.4,-0.18,1.97,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.0,5.0,0.46,56.2,16,64.4,-45.3,-0.13,2.3,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.25,1.5,0.15,46.7,15,54.6,-51.4,-0.31,1.03,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.25,2.0,0.2,60.0,15,54.1,-48.5,-0.3,1.22,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.25,2.5,0.24,60.0,15,53.8,-46.4,-0.27,1.36,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.25,3.0,0.29,60.0,15,53.4,-43.8,-0.24,1.53,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.25,4.0,0.4,60.0,15,52.7,-38.1,-0.18,1.87,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.25,5.0,0.51,60.0,15,52.5,-32.0,-0.12,2.22,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.5,2.0,0.21,60.0,15,46.6,-41.2,-0.3,1.07,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.5,2.5,0.26,60.0,15,46.2,-39.2,-0.28,1.19,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.5,3.0,0.31,60.0,15,45.9,-36.7,-0.25,1.33,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.5,4.0,0.43,60.0,15,45.2,-31.4,-0.19,1.62,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,1.5,5.0,0.54,60.0,15,44.8,-25.7,-0.13,1.91,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,2.0,2.5,0.18,60.0,15,39.2,-33.2,-0.32,1.0,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,2.0,3.0,0.25,60.0,15,38.6,-30.8,-0.29,1.13,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,2.0,4.0,0.39,60.0,15,37.3,-25.8,-0.22,1.38,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,2.0,5.0,0.53,60.0,15,36.1,-20.4,-0.15,1.63,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,2.5,3.0,0.28,60.0,15,29.5,-22.5,-0.26,0.97,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,2.5,4.0,0.45,60.0,15,27.8,-17.3,-0.18,1.2,0.0,False,max_dd>=25.0
Stoch RSI,PNUT,1H,2.5,5.0,0.64,66.7,15,26.0,-11.8,-0.11,1.43,0.0,False,max_dd>=25.0
